,open_covid_region_code,date,hospitalized_new
116,FR-01,2020-04-30,31.0
117,FR-01,2020-05-07,22.0
118,FR-01,2020-05-14,18.0
119,FR-01,2020-05-21,7.0
120,FR-01,2020-05-28,5.0
121,FR-01,2020-06-04,8.0
122,FR-01,2020-06-11,3.0
123,FR-01,2020-06-18,1.0
124,FR-01,2020-06-25,2.0
125,FR-01,2020-07-02,2.0
126,FR-01,2020-07-09,1.0
127,FR-01,2020-07-16,3.0
128,FR-01,2020-07-23,1.0
129,FR-01,2020-07-30,0.0
130,FR-01,2020-08-06,4.0
131,FR-01,2020-08-13,0.0
132,FR-01,2020-08-20,4.0
133,FR-01,2020-08-27,4.0
134,FR-01,2020-09-03,8.0
135,FR-01,2020-09-10,11.0
136,FR-01,2020-09-17,11.0
137,FR-01,2020-09-24,25.0
138,FR-01,2020-10-01,1.0
139,FR-02,2020-03-19,179.0
140,FR-02,2020-03-26,178.0
141,FR-02,2020-04-02,270.0
142,FR-02,2020-04-09,151.0
143,FR-02,2020-04-16,280.0
144,FR-02,2020-04-23,120.0
145,FR-02,2020-04-30,81.0
146,FR-02,2020-05-07,86.0
147,FR-02,2020-05-14,51.0
148,FR-02,2020-05-21,30.0
149,FR-02,2020-05-28,24.0
150,FR-02,2020-06-04,16.0
151,FR-02,2020-06-11,11.0
152,FR-02,2020-06-18,14.0
153,FR-02,2020-06-25,5.0
154,FR-02,2020-07-02,7.0
155,FR-02,2020-07-09,5.0
156,FR-02,2020-07-16,9.0
